編號,案件類型,發生日期,發生時段,發生地點,定位地點,lat,lon
201,住宅竊盜,1040416,07~09,台北市士林區三玉里忠誠路二段41巷1~30號,台北市士林區三玉里忠誠路二段41巷1號,25.1085999,121.5305816
202,住宅竊盜,1040416,10~12,台北市中山區中山北路二段93巷1~30號,台北市中山區中山北路二段93巷1號,25.0594195,121.5233012
203,住宅竊盜,1040416,13~15,台北市內湖區康樂街61巷12弄1~30號,台北市內湖區康樂街61巷12弄1號,25.0690068,121.6191949
204,住宅竊盜,1040416,13~15,台北市北投區永欣里石牌路二段181~210號,台北市北投區永欣里石牌路二段181號,25.1220264,121.522045
205,住宅竊盜,1040416,19~21,台北市南港區舊莊里舊莊街一段145巷6弄1~30號,台北市南港區舊莊里舊莊街一段145巷6弄1號,25.040309,121.620688
206,住宅竊盜,1040417,16~18,台北市中山區建國北路三段22巷1~30號,台北市中山區建國北路三段22巷1號,25.0639133,121.5353376
207,住宅竊盜,1040417,16~18,台北市北投區奇岩里奇岩路31~60號,台北市北投區奇岩里奇岩路31號,25.1306529,121.505777
208,住宅竊盜,1040419,13~15,台北市北投區榮華里榮華一路15巷1~30號,台北市北投區榮華里榮華一路15巷1號,25.1115988,121.5239491
209,住宅竊盜,1040420,16~18,台北市內湖區瑞光里瑞光路235巷1~30號,台北市內湖區瑞光里瑞光路235巷1號,25.074442,121.5780806
210,住宅竊盜,1040420,22~24,台北市中山區遼寧街241~270號,台北市中山區遼寧街241號,25.0556026,121.5421372
211,住宅竊盜,1040421,19~21,台北市文山區指南里15鄰指南路三段26巷1~30號,台北市文山區指南里15鄰指南路三段26巷1號,24.983449,121.579807
212,住宅竊盜,1040422,19~21,台北市萬華區萬大路493巷12弄1~30號,台北市萬華區萬大路493巷12弄1號,25.0197989,121.498316
213,住宅竊盜,1040423,04~06,台北市內湖區康樂街136巷15弄1~30號,台北市內湖區康樂街136巷15弄1號,25.072009,121.61868
214,住宅竊盜,1040423,13~15,台北市內湖區樂康里康樂街136巷15弄1~30號,台北市內湖區樂康里康樂街136巷15弄1號,25.072009,121.61868
215,住宅竊盜,1040423,19~21,台北市士林區仁勇里16鄰大東路121~150號,台北市士林區仁勇里16鄰大東路121號,25.0915626,121.5255386
216,住宅竊盜,1040423,19~21,台北市萬華區環河南路二段250巷3弄1~30號,台北市萬華區環河南路二段250巷3弄1號,25.0331843,121.4913822
217,住宅竊盜,1040424,10~12,台北市內湖區樂康里康樂街72巷17弄121~150號,台北市內湖區樂康里康樂街72巷17弄121號,25.071428,121.6170615
218,住宅竊盜,1040425,04~06,台北市文山區興業里23鄰辛亥路五段124巷1~30號,台北市文山區興業里23鄰辛亥路五段124巷1號,24.9968419,121.551739
219,住宅竊盜,1040425,22~24,台北市大同區揚雅里民族西路121~150號,台北市大同區揚雅里民族西路121號,25.068826,121.517002
220,住宅竊盜,1040426,04~06,台北市北投區智仁里21鄰中和街525巷10弄1~30號,台北市北投區智仁里21鄰中和街525巷10弄1號,25.144667,121.4933631
221,住宅竊盜,1040427,07~09,台北市中山區大直街62巷5弄1~30號,台北市中山區大直街62巷5弄1號,25.0834191,121.5450589
222,住宅竊盜,1040427,07~09,台北市內湖區湖興里20鄰成功路二段250巷31~60號,台北市內湖區湖興里20鄰成功路二段250巷31號,25.066291,121.588782
223,住宅竊盜,1040427,10~12,台北市文山區興隆路2段154巷1~30號,台北市文山區興隆路2段154巷1 號,25.0010204,121.5516309
224,住宅竊盜,1040427,13~15,台北市中山區大直街62巷5弄1~30號,台北市中山區大直街62巷5弄1號,25.0834191,121.5450589
225,住宅竊盜,1040427,16~18,台北市萬華區德昌街132巷1~30號,台北市萬華區德昌街132巷1號,25.0244138,121.4964377
226,住宅竊盜,1040427,22~24,台北市內湖區港都里港華街85巷1~30號,台北市內湖區港都里港華街85巷1號,25.0833278,121.5744792
227,住宅竊盜,1040429,13~15,台北市中山區敬業三路162巷121~150號,台北市中山區敬業三路162巷121號,25.0817744,121.5558025
228,住宅竊盜,1040429,13~15,台北市中山區敬業三路162巷31~60號,台北市中山區敬業三路162巷31號,25.079056,121.557962
229,住宅竊盜,1040430,07~09,台北市內湖區麗山街328巷1~30號,台北市內湖區麗山街328巷1號,25.0829643,121.5732389
230,住宅竊盜,1040430,19~21,台北市內湖區樂康里康樂街136巷18弄31~60號,台北市內湖區樂康里康樂街136巷18弄31號,25.0709813,121.618118
231,住宅竊盜,1040501,16~18,台北市中山區吉林路379巷1~30號,台北市中山區吉林路379巷1號,25.0653175,121.5306808
232,住宅竊盜,1040501,22~24,台北市信義區忠孝東路,台北市信義區忠孝東路,25.0410619,121.5701532
233,住宅竊盜,1040503,19~21,台北市松山區寶清街104巷1~30號,台北市松山區寶清街104巷1號,25.0496729,121.5691247
234,住宅竊盜,1040504,10~12,台北市中山區長安東路一段31~60號,台北市中山區長安東路一段31號,25.0493739,121.5239959
235,住宅竊盜,1040504,19~21,台北市內湖區西湖里內湖路一段323巷1~30號,台北市內湖區西湖里內湖路一段323巷1號,25.0836456,121.5681099
236,住宅竊盜,1040505,16~18,台北市士林區菁山里永公路511~540號,台北市士林區菁山里永公路511號,25.1381811,121.5671221
237,住宅竊盜,1040506,19~21,台北市文山區試院里29鄰木柵路一段1~30號,台北市文山區試院里29鄰木柵路一段1號,24.9884933,121.5425268
238,住宅竊盜,1040507,19~21,台北市信義區大道里大道路7巷1弄1~30號,台北市信義區大道里大道路7巷1弄1號,25.0428399,121.581664
239,住宅竊盜,1040508,04~06,台北市大同區斯文里大龍街89巷1~30號,台北市大同區斯文里大龍街89巷1號,25.0667908,121.516627
240,住宅竊盜,1040508,07~09,台北市大安區車層里忠孝東路四段216巷19弄1~30號,台北市大安區車層里忠孝東路四段216巷19弄1號,25.0404607,121.5530865
241,住宅竊盜,1040508,13~15,台北市北投區大屯里復興三路521巷1~30號,台北市北投區大屯里復興三路521巷1號,25.1598185,121.5004467
242,住宅竊盜,1040509,10~12,台北市士林區聖山里20鄰忠義街46巷1~30號,台北市士林區聖山里20鄰忠義街46巷1號,25.105665,121.5305984
243,住宅竊盜,1040510,04~06,台北市大安區虎嘯里樂業街15巷1~30號,台北市大安區虎嘯里樂業街15巷1號,25.0240174,121.5500626
244,住宅竊盜,1040510,10~12,台北市內湖區新明路380巷9弄1~30號,台北市內湖區新明路380巷9弄1號,25.0553544,121.5801317
245,住宅竊盜,1040510,13~15,台北市中山區中山北路一段91~120號,台北市中山區中山北路一段91號,25.0506682,121.5222907
246,住宅竊盜,1040511,22~24,台北市萬華區萬大路322巷55弄1~30號,台北市萬華區萬大路322巷55弄1號,25.0244988,121.4984219
247,住宅竊盜,1040512,10~12,台北市北投區開明里珠海路107巷1~30號,台北市北投區開明里珠海路107巷1號,25.141253,121.504817
248,住宅竊盜,1040512,13~15,台北市中正區文祥里金山南路一段91~120號,台北市中正區文祥里金山南路一段91號,25.036704,121.5280765
249,住宅竊盜,1040512,19~21,台北市松山區延壽街61~90號,台北市松山區延壽街61號,25.0572091,121.5676528
250,住宅竊盜,1040514,10~12,台北市內湖區康寧路三段245巷31~60號,台北市內湖區康寧路三段245巷31號,25.0701643,121.6094629
251,住宅竊盜,1040514,10~12,台北市文山區樟新里木新路三段301~330號,台北市文山區樟新里木新路三段301號,24.9807473,121.5569787
252,住宅竊盜,1040515,10~12,台北市內湖區康寧路一段156巷7弄1~30號,台北市內湖區康寧路一段156巷7弄1號,25.0788611,121.5934277
253,住宅竊盜,1040515,10~12,台北市內湖區麗山街46巷5弄1~30號,台北市內湖區麗山街46巷5弄1號,25.0811139,121.5800953
254,住宅竊盜,1040515,19~21,台北市北投區榮光里致遠一路二段40巷1弄1~30號,台北市北投區榮光里致遠一路二段40巷1弄1號,25.1118219,121.5142593
255,住宅竊盜,1040518,10~12,台北市中正區黎明里信陽街1~30號,台北市中正區黎明里信陽街1號,25.0447073,121.5168764
256,住宅竊盜,1040521,16~18,台北市北投區文化里文化三路1~30號,台北市北投區文化里文化三路1號,25.1371562,121.4965074
257,住宅竊盜,1040521,22~24,台北市士林區福志里24鄰中山北路五段756巷1~30號,台北市士林區福志里24鄰中山北路五段756巷1號,25.0977523,121.5276934
258,住宅竊盜,1040522,16~18,台北市中正區板溪里南昌路二段91~120號,台北市中正區板溪里南昌路二段91號,25.0270848,121.5210042
259,住宅竊盜,1040523,10~12,台北市松山區南京東路五段291巷44弄1~30號,台北市松山區南京東路五段291巷44弄1號,25.05344,121.5661033
260,住宅竊盜,1040523,10~12,台北市松山區南京東路五段59巷28弄1~30號,台北市松山區南京東路五段59巷28弄1號,25.0527879,121.559209
261,住宅竊盜,1040525,19~21,台北市文山區試院里木柵路一段31~60號,台北市文山區試院里木柵路一段31號,24.988202,121.544753
262,住宅竊盜,1040526,04~06,台北市北投區洲美里洲美街81巷1~30號,台北市北投區洲美里洲美街81巷1號,25.0988837,121.506903
263,住宅竊盜,1040526,16~18,台北市中山區錦州街181~210號,台北市中山區錦州街181號,25.0604257,121.531039
264,住宅竊盜,1040526,22~24,台北市中山區林森北路119巷1~30號,台北市中山區林森北路119巷1號,25.0508342,121.5252532
265,住宅竊盜,1040528,04~06,台北市文山區萬祥里興隆路一段70巷1~30號,台北市文山區萬祥里興隆路一段70巷1號,25.003326,121.540689
266,住宅竊盜,1040528,19~21,台北市士林區永倫里6鄰社中街426巷1~30號,台北市士林區永倫里6鄰社中街426巷1號,25.0919276,121.5023802
267,住宅竊盜,1040529,16~18,台北市大同區斯文里承德路三段85巷1~30號,台北市大同區斯文里承德路三段85巷1號,25.0660801,121.5188078
268,住宅竊盜,1040529,22~24,台北市大同區光能里南京西路31~60號,台北市大同區光能里南京西路31號,25.0528814,121.5200451
269,住宅竊盜,1040531,22~24,台北市文山區興得里興隆路三段192巷8弄31~60號,台北市文山區興得里興隆路三段192巷8弄31號,24.9980499,121.556648
270,住宅竊盜,1040531,22~24,台北市信義區大道里林口街151~180號,台北市信義區大道里林口街151號,25.0406,121.581762
271,住宅竊盜,1040601,22~24,台北市中山區八德路二段241~270號,台北市中山區八德路二段241號,25.0469284,121.5407649
272,住宅竊盜,1040602,13~15,台北市北投區泉源里東昇路91~120號,台北市北投區泉源里東昇路91號,25.15627,121.529227
273,住宅竊盜,1040603,16~18,台北市中山區長安東路二段31~60號,台北市中山區長安東路二段31號,25.048623,121.5311785
274,住宅竊盜,1040606,04~06,台北市中山區錦州街31~60號,台北市中山區錦州街31號,25.0604257,121.5264588
275,住宅竊盜,1040606,10~12,台北市松山區南京東路五段123巷8弄1~30號,台北市松山區南京東路五段123巷8弄1號,25.0535222,121.5610675
276,住宅竊盜,1040606,19~21,台北市松山區八德路三段12巷52弄1~30號,台北市松山區八德路三段12巷52弄1號,25.0461321,121.5505789
277,住宅竊盜,1040607,07~09,台北市中山區中山北路二段65巷2弄1~30號,台北市中山區中山北路二段65巷2弄1號,25.056739,121.524505
278,住宅竊盜,1040607,10~12,台北市大安區民炤里新生南路一段137巷1~30號,台北市大安區民炤里新生南路一段137巷1號,25.0371275,121.5331639
279,住宅竊盜,1040608,07~09,台北市中山區民權東路一段31~60號,台北市中山區民權東路一段31號,25.0629946,121.5241052
280,住宅竊盜,1040608,13~15,台北市士林區福林里中山北路五段460巷1~30號,台北市士林區福林里中山北路五段460巷1號,25.092044,121.527965
281,住宅竊盜,1040608,22~24,台北市中山區長春路61~90號,台北市中山區長春路61號,25.0550232,121.5268296
282,住宅竊盜,1040609,16~18,台北市文山區試院里和興路91~120號,台北市文山區試院里和興路91號,24.9853697,121.5493757
283,住宅竊盜,1040612,10~12,台北市信義區三張里莊敬路391~420號,台北市信義區三張里莊敬路391號,25.0274656,121.5655254
284,住宅竊盜,1040615,10~12,台北市中山區建國北路二段116巷1~30號,台北市中山區建國北路二段116巷1號,25.0588942,121.5359111
285,住宅竊盜,1040615,16~18,台北市大安區建安里忠孝東路四段181巷7弄1~30號,台北市大安區建安里忠孝東路四段181巷7弄1號,25.0421807,121.5513861
286,住宅竊盜,1040615,22~24,台北市文山區萬芳里011鄰萬安街61~90號,台北市文山區萬芳里011鄰萬安街61 號,24.9996296,121.5710443
287,住宅竊盜,1040616,07~09,台北市萬華區西藏路199巷1~30號,台北市萬華區西藏路199巷1號,25.0290571,121.4999105
288,住宅竊盜,1040616,13~15,台北市文山區景東里景華街104巷1~30號,台北市文山區景東里景華街104巷1號,24.9951447,121.5463832
289,住宅竊盜,1040616,13~15,台北市文山區景東里景興路153巷14弄1~30號,台北市文山區景東里景興路153巷14弄1號,24.9932583,121.545307
290,住宅竊盜,1040619,07~09,台北市中山區長安東路一段52巷9弄1~30號,台北市中山區長安東路一段52巷9弄1號,25.0473265,121.5279672
291,住宅竊盜,1040619,07~09,台北市文山區萬隆里羅斯福路五段211~240號,台北市文山區萬隆里羅斯福路五段211號,25.0024338,121.539577
292,住宅竊盜,1040619,19~21,台北市中正區頂東里羅斯福路二段174巷1~30號,台北市中正區頂東里羅斯福路二段174巷1號,25.0251372,121.5235957
293,住宅竊盜,1040620,04~06,台北市松山區光復北路120巷121~150號,台北市松山區光復北路120巷121號,25.0509707,121.5566309
294,住宅竊盜,1040620,10~12,台北市信義區富陽街44巷1~30號,台北市信義區富陽街44巷1號,25.0225691,121.5561693
295,住宅竊盜,1040621,10~12,台北市士林區溪山里至善路三段1~30號,台北市士林區溪山里至善路三段1號,25.112606,121.561247
296,住宅竊盜,1040622,07~09,台北市北投區八仙里承德路七段401巷331弄1~30號,台北市北投區八仙里承德路七段401巷331弄1號,25.1153039,121.4958931
297,住宅竊盜,1040622,13~15,台北市士林區臨溪里5鄰故宮路41巷1~30號,台北市士林區臨溪里5鄰故宮路41巷1號,25.096635,121.547422
298,住宅竊盜,1040622,13~15,台北市士林區臨溪里故宮路41巷1~30號,台北市士林區臨溪里故宮路41巷1號,25.096635,121.547422
299,住宅竊盜,1040623,22~24,台北市大安區大安路一段16巷1~30號,台北市大安區大安路一段16巷1號,25.0441692,121.5460752
300,住宅竊盜,1040624,04~06,台北市中山區新生北路三段1~30號,台北市中山區新生北路三段1號,25.0630072,121.5281446
301,住宅竊盜,1040624,19~21,台北市中正區光復里重慶南路一段1~30號,台北市中正區光復里重慶南路一段1號,25.0470632,121.5132713
302,住宅竊盜,1040625,22~24,台北市中山區明水路601~630號,台北市中山區明水路601號,25.08093,121.5515496
